INDEX,CUSTOMER_ID,PROD_ECOLOGICAL,PROD_MEAT_SUBST,PROD_FAIRTRADE,PROD_REFORM,GREEN_ENERGY,FREQUENTING_NATURE,ENVIR_CHARITY,NATURE_CHARITY,AGE_GROUP,INCOME_LEVEL,EDUCATION,TOTAL_USAGE_YEAR1,TOTAL_USAGE_YEAR2,ENERGY_SAVING,COST_TO_SERVE,NUMBER_OF_QUESTIONS_ANSWERED_YES,NUMBER_OF_QUESTIONS_ANSWERED_CAT,LIFESTYLE_CLUSTER,ENGAGEMENT_CLUSTER,HAS_EV,HAS_PV,RATE_ID,RATE_DESCRIPTION,OFFER_ID,OFFER_DESC
1078,1079,1,1,0,0,1,0,0,0,<20,75000-100000,Some high school,14949.1866,9791.329312,-34.50259486,183.645594,3,TWO OR THREE,1,CLUSTER6,0,0,5,Fixed Price 9kW,NONE,
1079,1080,0,0,1,0,0,0,0,0,<20,0-40000,Some high school,3819.434673,5702.820619,49.31059456,46.492518,1,ONE OR LESS,1,CLUSTER3,0,1,6,Peak/Off-Peak 15kW,NONE,
1080,1081,0,0,1,0,1,0,0,0,<20,40000-55000,Some high school,12903.59356,16663.38981,29.13759049,171.159053,2,TWO OR THREE,1,CLUSTER3,0,0,4,Fixed Price 30kW,NONE,
1081,1082,0,0,0,0,0,0,0,0,<20,75000-100000,Some high school,14181.54636,11981.70906,-15.51197059,179.797405,0,ONE OR LESS,1,CLUSTER6,0,0,15,Fixed Price 24kW,NONE,
1082,1083,0,0,0,0,0,0,0,0,<20,0-40000,Some high school,18634.15728,11546.70859,-38.03471541,193.430196,0,ONE OR LESS,1,CLUSTER6,0,0,1,Fixed Price 6kW,NONE,
1083,1084,0,0,0,0,1,0,0,0,<20,75000-100000,Some high school,7700.935225,8876.102399,15.2600579,96.157566,1,ONE OR LESS,1,OTHER,1,0,5,Fixed Price 9kW,NONE,
1084,1085,0,0,1,0,1,0,0,0,<20,55000-75000,Some high school,16062.4334,15080.50582,-6.11319316,187.855626,2,TWO OR THREE,1,CLUSTER1,0,0,15,Fixed Price 24kW,NONE,
1085,1086,0,1,0,1,1,0,0,0,<20,55000-75000,Some high school,11329.51726,11304.57242,-0.220175665,155.580872,3,TWO OR THREE,1,OTHER,1,1,16,Peak/Off-Peak 12kW,NONE,
1086,1087,0,0,0,0,1,0,0,0,<20,55000-75000,Some high school,11795.43963,11107.25026,-5.834368125,160.839092,1,ONE OR LESS,1,CLUSTER1,0,0,11,Fixed Price 36kW,NONE,
1087,1088,0,1,0,0,1,1,0,0,<20,75000-100000,Some high school,8929.163551,7484.823682,-16.17553381,119.25701,3,TWO OR THREE,1,CLUSTER4,0,0,6,Peak/Off-Peak 15kW,NONE,
1088,1089,0,1,0,1,1,0,0,0,<20,55000-75000,Some high school,14069.84814,10735.2368,-23.70040747,179.161299,3,TWO OR THREE,1,CLUSTER6,0,0,3,Peak/Off-Peak 6kW,NONE,
1089,1090,0,0,0,0,0,0,0,0,<20,40000-55000,Some high school,18514.4133,19538.21217,5.529739741,193.259911,0,ONE OR LESS,1,CLUSTER1,0,1,12,Peak/Off-Peak 36kW,NONE,
1090,1091,0,0,0,0,0,0,0,0,<20,0-40000,Some high school,7647.161523,11060.41201,44.63421463,95.129031,0,ONE OR LESS,1,CLUSTER3,0,0,9,Peak/Off-Peak 30kW,NONE,
1091,1092,0,1,0,0,1,1,0,0,<20,40000-55000,Some high school,8435.737312,8791.941624,4.222562875,110.156622,3,TWO OR THREE,1,OTHER,0,0,14,Fixed Price 12kW,NONE,
1092,1093,0,0,0,0,1,0,0,0,<20,75000-100000,Some high school,7575.99412,9869.561332,30.27414192,93.769713,1,ONE OR LESS,1,CLUSTER3,0,0,6,Peak/Off-Peak 15kW,NONE,
1093,1094,0,0,0,0,0,1,0,0,<20,75000-100000,Some high school,7613.219278,8380.584103,10.07937374,94.48041,1,ONE OR LESS,1,OTHER,0,0,8,Fixed Price 3kW,NONE,
1094,1095,0,1,0,1,1,0,0,0,<20,75000-100000,Some high school,8984.213335,6306.424681,-29.8054883,120.247267,3,TWO OR THREE,1,CLUSTER4,0,0,15,Fixed Price 24kW,NONE,
1095,1096,0,0,0,0,1,0,0,0,<20,55000-75000,Some high school,7291.916758,8912.022718,22.21783399,88.381866,1,ONE OR LESS,1,CLUSTER3,0,0,12,Peak/Off-Peak 36kW,NONE,
1096,1097,0,0,0,1,0,1,0,0,<20,55000-75000,Some high school,11074.55027,12731.44459,14.9612786,152.456354,2,TWO OR THREE,1,OTHER,0,0,9,Peak/Off-Peak 30kW,NONE,
1097,1098,1,0,0,1,1,0,0,0,<20,75000-100000,Some high school,10872.23571,6247.115273,-42.54065641,149.850047,3,TWO OR THREE,1,CLUSTER4,1,0,8,Fixed Price 3kW,NONE,
1098,1099,0,0,0,1,1,0,0,0,<20,75000-100000,Some high school,11531.21047,10249.67689,-11.11360844,157.927797,2,TWO OR THREE,1,OTHER,0,0,10,Peak/Off-Peak 9kW,NONE,
1099,1100,0,0,0,0,0,0,0,0,<20,0-40000,High school graduate,9266.031349,13143.11722,41.84192482,125.222144,0,ONE OR LESS,1,CLUSTER3,0,0,15,Fixed Price 24kW,NONE,
1100,1101,0,0,1,0,1,0,0,0,<20,75000-100000,High school graduate,14739.75516,14152.69835,-3.982812493,182.68136,2,TWO OR THREE,1,CLUSTER1,0,0,1,Fixed Price 6kW,NONE,
1101,1102,0,0,0,1,1,0,0,0,<20,75000-100000,High school graduate,10568.3302,10431.33656,-1.296265705,145.721989,2,TWO OR THREE,1,OTHER,0,0,11,Fixed Price 36kW,NONE,
1102,1103,0,1,0,0,1,0,0,0,<20,55000-75000,High school graduate,8750.383656,8020.793407,-8.337808691,116.003484,2,TWO OR THREE,1,OTHER,1,0,13,Peak/Off-Peak 18kW,NONE,
1103,1104,0,1,0,1,1,1,0,0,<20,75000-100000,High school graduate,9558.509626,8296.897632,-13.19883584,130.200906,4,FOUR OR MORE,1,OTHER,0,0,11,Fixed Price 36kW,NONE,
1104,1105,0,0,0,0,1,1,0,0,<20,55000-75000,High school graduate,3771.764408,5195.419882,37.74507949,46.345927,2,TWO OR THREE,1,CLUSTER3,1,0,4,Fixed Price 30kW,NONE,
1105,1106,0,0,0,1,0,1,0,0,<20,55000-75000,High school graduate,9131.504132,10199.36498,11.69424919,122.867804,2,TWO OR THREE,1,OTHER,0,1,8,Fixed Price 3kW,NONE,
1106,1107,0,1,0,0,1,0,0,0,<20,40000-55000,High school graduate,4534.065566,3218.861517,-29.00716873,49.976438,2,TWO OR THREE,1,CLUSTER4,0,1,8,Fixed Price 3kW,NONE,
1107,1108,0,0,0,0,1,0,0,0,<20,40000-55000,High school graduate,7235.546988,8944.992984,23.62566367,87.323248,1,ONE OR LESS,1,CLUSTER3,0,0,4,Fixed Price 30kW,NONE,
1108,1109,0,0,0,0,1,0,0,0,<20,75000-100000,High school graduate,7033.612645,9467.736152,34.60701676,83.571537,1,ONE OR LESS,1,CLUSTER3,0,1,8,Fixed Price 3kW,NONE,
1109,1110,0,1,0,0,1,1,0,0,<20,40000-55000,High school graduate,10054.54347,8966.224858,-10.82414746,138.163896,3,TWO OR THREE,1,OTHER,0,0,3,Peak/Off-Peak 6kW,NONE,
1110,1111,0,0,0,0,0,0,0,0,<20,0-40000,High school graduate,10253.44831,13285.95567,29.57548786,141.175403,0,ONE OR LESS,1,CLUSTER3,0,1,7,Fixed Price 18kW,NONE,
1111,1112,0,1,0,1,1,0,0,0,<20,55000-75000,High school graduate,11194.85159,10940.27902,-2.274014693,153.952716,3,TWO OR THREE,1,OTHER,0,0,13,Peak/Off-Peak 18kW,NONE,
1112,1113,0,1,0,0,1,1,0,0,<20,40000-55000,High school graduate,6955.777892,6942.211899,-0.195032004,82.145609,3,TWO OR THREE,1,OTHER,0,1,4,Fixed Price 30kW,NONE,
1113,1114,0,1,0,0,1,0,0,0,<20,40000-55000,High school graduate,9257.13893,7268.351331,-21.48382577,125.067721,2,TWO OR THREE,1,CLUSTER4,0,0,7,Fixed Price 18kW,NONE,
1114,1115,0,0,0,1,1,1,0,0,<20,75000-100000,High school graduate,9260.614354,10332.77444,11.57763454,125.128095,3,TWO OR THREE,1,OTHER,0,0,4,Fixed Price 30kW,NONE,
1115,1116,0,0,0,0,0,0,0,0,<20,0-40000,High school graduate,12085.34589,9343.862055,-22.68436386,163.826026,0,ONE OR LESS,1,CLUSTER6,0,0,1,Fixed Price 6kW,NONE,
1116,1117,0,0,0,0,1,0,0,0,<20,75000-100000,High school graduate,12771.72766,13132.4986,2.824762237,170.08118,1,ONE OR LESS,1,CLUSTER1,0,0,15,Fixed Price 24kW,NONE,
1117,1118,0,0,0,0,1,0,0,0,<20,55000-75000,High school graduate,5050.22946,3755.126647,-25.64443504,54.242283,1,ONE OR LESS,1,CLUSTER4,0,0,4,Fixed Price 30kW,NONE,
1118,1119,0,0,0,0,1,0,0,0,<20,40000-55000,High school graduate,11707.17386,10399.12946,-11.17301593,159.886913,1,ONE OR LESS,1,OTHER,0,1,16,Peak/Off-Peak 12kW,NONE,
1119,1120,0,0,0,0,1,0,0,0,<20,55000-75000,High school graduate,6904.165083,7975.46572,15.51672974,81.207232,1,ONE OR LESS,1,OTHER,0,0,16,Peak/Off-Peak 12kW,NONE,
1120,1121,0,0,0,0,0,0,0,0,<20,0-40000,High school graduate,5495.155526,6513.729749,18.53585796,59.177224,0,ONE OR LESS,1,CLUSTER3,1,0,14,Fixed Price 12kW,NONE,
1121,1122,0,0,1,0,1,1,0,0,<20,75000-100000,High school graduate,8101.316469,8781.800429,8.39967137,103.819091,3,TWO OR THREE,1,OTHER,0,0,12,Peak/Off-Peak 36kW,NONE,
1122,1123,0,0,0,0,0,0,0,0,<20,0-40000,High school graduate,14530.79639,16567.22374,14.01456118,181.65717,0,ONE OR LESS,1,CLUSTER1,0,1,6,Peak/Off-Peak 15kW,NONE,
1123,1124,0,0,0,0,0,0,0,0,<20,0-40000,High school graduate,10671.45988,10813.20027,1.328219303,147.151549,0,ONE OR LESS,1,OTHER,0,0,1,Fixed Price 6kW,NONE,
1124,1125,0,0,0,0,0,0,0,0,<20,75000-100000,High school graduate,5651.835714,7068.429614,25.06431488,61.181892,0,ONE OR LESS,1,CLUSTER3,0,0,6,Peak/Off-Peak 15kW,NONE,
1125,1126,0,0,0,0,0,0,0,0,<20,0-40000,High school graduate,10919.04147,9617.28281,-11.92191333,150.463075,0,ONE OR LESS,1,OTHER,0,0,6,Peak/Off-Peak 15kW,NONE,
1126,1127,0,1,0,0,0,0,0,0,<20,55000-75000,High school graduate,6764.678071,6616.259082,-2.194028858,78.703008,1,ONE OR LESS,1,OTHER,1,0,5,Fixed Price 9kW,NONE,
1127,1128,0,0,0,0,1,0,0,0,<20,40000-55000,High school graduate,8276.483973,5758.467781,-30.42374274,107.150794,1,ONE OR LESS,1,CLUSTER4,0,0,7,Fixed Price 18kW,NONE,
1128,1129,0,0,0,0,0,0,0,0,<20,0-40000,High school graduate,9067.800101,9042.869083,-0.274940093,121.739721,0,ONE OR LESS,1,OTHER,0,0,11,Fixed Price 36kW,NONE,
1129,1130,0,0,0,1,0,0,0,0,<20,55000-75000,High school graduate,10738.93681,14688.08588,36.77411591,148.070936,1,ONE OR LESS,1,CLUSTER3,0,0,13,Peak/Off-Peak 18kW,NONE,
1130,1131,0,0,0,0,0,0,0,0,<20,0-40000,High school graduate,9093.248926,13115.82341,44.23693354,122.191364,0,ONE OR LESS,1,CLUSTER3,0,1,10,Peak/Off-Peak 9kW,NONE,
1131,1132,0,0,0,0,1,0,0,0,<20,40000-55000,High school graduate,7402.180538,9403.427026,27.03590486,90.463993,1,ONE OR LESS,1,CLUSTER3,1,0,15,Fixed Price 24kW,NONE,
1132,1133,0,1,0,0,1,0,0,0,<20,75000-100000,High school graduate,5792.301159,3650.797224,-36.97155718,63.090234,2,TWO OR THREE,1,CLUSTER4,1,0,8,Fixed Price 3kW,NONE,
1133,1134,1,1,0,1,1,0,0,0,<20,75000-100000,High school graduate,8163.636282,5294.69476,-35.14293659,105.006904,4,FOUR OR MORE,1,CLUSTER4,0,0,11,Fixed Price 36kW,NONE,
1134,1135,0,1,0,0,1,1,0,0,<20,40000-55000,High school graduate,7408.736596,7014.306264,-5.323854167,90.588211,3,TWO OR THREE,1,OTHER,0,0,9,Peak/Off-Peak 30kW,NONE,
1135,1136,0,0,0,0,0,0,0,0,<20,0-40000,High school graduate,8257.857424,6873.685585,-16.76187621,106.797629,0,ONE OR LESS,1,CLUSTER4,0,0,12,Peak/Off-Peak 36kW,NONE,
1136,1137,0,0,0,0,0,0,0,0,<20,55000-75000,High school graduate,22563.41163,23248.70099,3.037170846,196.51856,0,ONE OR LESS,1,CLUSTER1,1,0,4,Fixed Price 30kW,NONE,
1137,1138,0,0,0,0,1,1,0,0,<20,55000-75000,High school graduate,12153.1463,14964.26105,23.13075709,164.494107,2,TWO OR THREE,1,CLUSTER3,0,0,11,Fixed Price 36kW,NONE,
1138,1139,0,0,0,0,1,1,0,0,<20,75000-100000,High school graduate,9667.682424,11757.47848,21.61630848,132.007144,2,TWO OR THREE,1,CLUSTER3,0,0,16,Peak/Off-Peak 12kW,NONE,
1139,1140,0,0,0,0,1,0,0,0,<20,40000-55000,High school graduate,12700.71389,16497.2368,29.89220089,169.48477,1,ONE OR LESS,1,CLUSTER3,0,0,13,Peak/Off-Peak 18kW,NONE,
1140,1141,0,0,0,0,0,0,0,0,<20,0-40000,High school graduate,4867.156014,6677.227865,37.18951778,52.549442,0,ONE OR LESS,1,CLUSTER3,0,0,9,Peak/Off-Peak 30kW,NONE,
1141,1142,0,0,0,0,0,0,0,0,<20,0-40000,High school graduate,7644.471941,8627.600474,12.86064676,95.077616,0,ONE OR LESS,1,OTHER,0,0,13,Peak/Off-Peak 18kW,NONE,
1142,1143,0,0,0,0,0,0,0,0,<20,0-40000,High school graduate,5759.110037,6618.685281,14.92548742,62.630094,0,ONE OR LESS,1,OTHER,1,1,5,Fixed Price 9kW,NONE,
1143,1144,0,0,0,1,0,1,0,0,<20,55000-75000,High school graduate,11393.02566,13099.90394,14.98178211,156.331652,2,TWO OR THREE,1,OTHER,0,0,10,Peak/Off-Peak 9kW,NONE,
1144,1145,0,0,0,0,0,0,0,0,<20,0-40000,High school graduate,5790.457714,4986.499804,-13.88418584,63.064531,0,ONE OR LESS,1,OTHER,0,0,11,Fixed Price 36kW,NONE,
1145,1146,0,0,0,0,1,0,0,0,<20,75000-100000,High school graduate,12527.46716,12431.09228,-0.769308582,167.981842,1,ONE OR LESS,1,CLUSTER1,0,0,4,Fixed Price 30kW,NONE,
1146,1147,0,0,0,0,1,1,0,0,<20,40000-55000,High school graduate,6652.155944,4568.761826,-31.31908115,76.720591,2,TWO OR THREE,1,CLUSTER4,0,0,7,Fixed Price 18kW,NONE,
1147,1148,0,0,0,0,0,0,0,0,<20,0-40000,High school graduate,7355.328443,10605.48367,44.18776472,89.577588,0,ONE OR LESS,1,CLUSTER3,0,0,1,Fixed Price 6kW,NONE,
1148,1149,0,0,0,0,1,1,0,0,<20,55000-75000,High school graduate,6330.470272,4869.940445,-23.07142699,71.274692,2,TWO OR THREE,1,CLUSTER4,0,0,15,Fixed Price 24kW,NONE,
1149,1150,0,0,0,0,1,0,0,0,<20,75000-100000,High school graduate,11698.67081,10082.86924,-13.81183894,159.794114,1,ONE OR LESS,1,OTHER,0,1,6,Peak/Off-Peak 15kW,NONE,
1150,1151,0,0,0,0,1,1,0,0,<20,55000-75000,High school graduate,6078.218773,9717.347182,59.87162596,67.277213,2,TWO OR THREE,1,CLUSTER3,0,0,7,Fixed Price 18kW,NONE,
1151,1152,0,1,0,0,1,0,0,0,<20,75000-100000,High school graduate,8189.011802,7010.768029,-14.38810691,105.489835,2,TWO OR THREE,1,CLUSTER4,0,0,7,Fixed Price 18kW,NONE,
1152,1153,0,0,0,0,0,0,0,0,<20,0-40000,High school graduate,7970.042344,6067.682169,-23.86888417,101.310527,0,ONE OR LESS,1,CLUSTER4,1,0,11,Fixed Price 36kW,NONE,
1153,1154,0,0,0,0,1,0,0,0,<20,40000-55000,High school graduate,12612.01204,18753.66739,48.69687192,168.723847,1,ONE OR LESS,1,CLUSTER3,0,0,3,Peak/Off-Peak 6kW,NONE,
1154,1155,0,1,0,0,1,1,0,0,<20,40000-55000,High school graduate,8973.6896,7815.476294,-12.90676809,120.058404,3,TWO OR THREE,1,OTHER,0,1,5,Fixed Price 9kW,NONE,
1155,1156,0,0,0,0,0,0,0,0,<20,0-40000,High school graduate,12319.75486,12529.17973,1.699911016,166.08794,0,ONE OR LESS,1,CLUSTER1,0,0,12,Peak/Off-Peak 36kW,NONE,
1156,1157,1,0,1,0,1,0,0,0,<20,75000-100000,High school graduate,16231.97303,14746.46319,-9.151751529,188.378952,3,TWO OR THREE,1,CLUSTER1,0,1,10,Peak/Off-Peak 9kW,NONE,
1157,1158,0,1,0,0,0,0,0,0,<20,75000-100000,High school graduate,6740.992127,5927.078286,-12.07409571,78.282756,1,ONE OR LESS,1,OTHER,0,0,15,Fixed Price 24kW,NONE,
1158,1159,0,1,0,0,1,0,0,0,<20,55000-75000,High school graduate,8260.225327,8243.570501,-0.201626776,106.842542,2,TWO OR THREE,1,OTHER,0,1,16,Peak/Off-Peak 12kW,NONE,
1159,1160,0,0,1,1,1,0,0,0,<20,75000-100000,High school graduate,10677.28231,9066.106952,-15.08975141,147.231379,3,TWO OR THREE,1,CLUSTER4,0,0,15,Fixed Price 24kW,NONE,
1160,1161,0,1,0,0,1,0,0,0,<20,55000-75000,High school graduate,9181.481241,6906.137679,-24.7818789,123.746943,2,TWO OR THREE,1,CLUSTER4,0,0,13,Peak/Off-Peak 18kW,NONE,
1161,1162,0,0,0,1,1,0,0,0,<20,55000-75000,High school graduate,8742.633987,5833.275063,-33.27783055,115.861225,2,TWO OR THREE,1,CLUSTER4,0,0,9,Peak/Off-Peak 30kW,NONE,
1162,1163,1,0,0,0,1,0,0,0,<20,75000-100000,High school graduate,18428.18474,18158.59841,-1.462902254,193.13313,2,TWO OR THREE,1,CLUSTER1,0,0,3,Peak/Off-Peak 6kW,NONE,
1163,1164,0,0,0,0,0,0,0,0,<20,0-40000,High school graduate,14464.60919,14207.26907,-1.779101783,181.31927,0,ONE OR LESS,1,CLUSTER1,0,0,10,Peak/Off-Peak 9kW,NONE,
1164,1165,0,0,0,0,1,1,0,0,<20,55000-75000,High school graduate,11820.58157,12229.30888,3.457759735,161.106621,2,TWO OR THREE,1,CLUSTER1,0,0,14,Fixed Price 12kW,NONE,
1165,1166,0,1,0,1,1,0,0,0,<20,55000-75000,High school graduate,11209.69605,11783.67051,5.120339191,154.134612,3,TWO OR THREE,1,OTHER,0,0,14,Fixed Price 12kW,NONE,
1166,1167,0,0,0,0,0,0,0,0,<20,0-40000,High school graduate,8107.846665,7871.109493,-2.919852604,103.943666,0,ONE OR LESS,1,OTHER,0,0,7,Fixed Price 18kW,NONE,
1167,1168,0,0,1,0,0,0,0,0,<20,0-40000,High school graduate,4313.796993,3654.763625,-15.27733848,48.622816,1,ONE OR LESS,1,CLUSTER4,0,0,10,Peak/Off-Peak 9kW,NONE,
1168,1169,0,1,0,0,0,0,0,0,<20,0-40000,High school graduate,5741.207736,5836.019245,1.651420979,62.38425,1,ONE OR LESS,1,OTHER,0,0,4,Fixed Price 30kW,NONE,
1169,1170,0,1,0,0,1,0,0,0,<20,75000-100000,High school graduate,8598.969755,7085.062442,-17.6056825,113.207171,2,TWO OR THREE,1,CLUSTER4,0,0,6,Peak/Off-Peak 15kW,NONE,
1170,1171,0,0,0,0,1,1,0,0,<20,40000-55000,High school graduate,10071.34501,10748.09624,6.71957151,138.422397,2,TWO OR THREE,1,OTHER,0,0,16,Peak/Off-Peak 12kW,NONE,
1171,1172,0,0,0,0,1,0,0,0,<20,75000-100000,High school graduate,10940.93207,14932.33587,36.48138728,150.747701,1,ONE OR LESS,1,CLUSTER3,0,1,14,Fixed Price 12kW,NONE,
1172,1173,0,1,0,1,1,1,0,0,<20,75000-100000,High school graduate,10028.4422,8217.988018,-18.05319456,137.760819,4,FOUR OR MORE,1,CLUSTER4,0,0,8,Fixed Price 3kW,NONE,
1173,1174,0,0,0,1,1,1,0,0,<20,40000-55000,High school graduate,10303.22776,12124.36376,17.67539302,141.912294,3,TWO OR THREE,1,CLUSTER3,0,0,2,Peak/Off-Peak 24kW,NONE,
1174,1175,0,0,0,0,1,1,0,0,<20,55000-75000,High school graduate,5547.160084,5514.534092,-0.588156669,59.827748,2,TWO OR THREE,1,OTHER,0,0,7,Fixed Price 18kW,NONE,
1175,1176,0,0,0,0,0,0,0,0,<20,0-40000,High school graduate,8044.188854,9958.629334,23.79904941,102.728334,0,ONE OR LESS,1,CLUSTER3,0,0,2,Peak/Off-Peak 24kW,NONE,
1176,1177,0,0,0,0,1,1,0,0,<20,75000-100000,High school graduate,9988.74924,12190.10207,22.03832309,137.144376,2,TWO OR THREE,1,CLUSTER3,0,0,11,Fixed Price 36kW,NONE,
1177,1178,0,0,1,0,0,1,0,0,<20,55000-75000,High school graduate,8319.518692,9214.727996,10.76034969,107.965553,2,TWO OR THREE,1,OTHER,0,0,15,Fixed Price 24kW,NONE,
1178,1179,0,0,0,0,0,0,0,0,<20,0-40000,High school graduate,10602.09276,10096.24567,-4.771200379,146.193244,0,ONE OR LESS,1,OTHER,0,0,4,Fixed Price 30kW,NONE,
1179,1180,0,0,0,0,0,0,0,0,<20,0-40000,High school graduate,12251.43208,18643.97071,52.17788899,165.442503,0,ONE OR LESS,1,CLUSTER3,0,0,9,Peak/Off-Peak 30kW,NONE,
1180,1181,0,0,0,1,1,1,0,0,<20,40000-55000,High school graduate,11243.65701,12361.03534,9.937854997,154.548491,3,TWO OR THREE,1,OTHER,1,0,14,Fixed Price 12kW,NONE,
1181,1182,0,0,0,1,1,0,0,0,<20,55000-75000,High school graduate,8825.010582,11545.59539,30.8281195,117.368313,2,TWO OR THREE,1,CLUSTER3,0,0,14,Fixed Price 12kW,NONE,
1182,1183,0,0,0,0,1,1,0,0,<20,40000-55000,High school graduate,9990.822895,12099.28378,21.10397619,137.176684,2,TWO OR THREE,1,CLUSTER3,0,0,3,Peak/Off-Peak 6kW,NONE,
1183,1184,0,1,1,1,1,0,0,0,<20,55000-75000,High school graduate,16855.91541,11973.36907,-28.96636713,190.081769,4,FOUR OR MORE,1,CLUSTER6,0,0,15,Fixed Price 24kW,NONE,
1184,1185,0,1,0,0,1,0,0,0,<20,40000-55000,High school graduate,14877.53031,10288.20118,-30.84738552,183.322491,2,TWO OR THREE,1,CLUSTER6,0,0,6,Peak/Off-Peak 15kW,NONE,
1185,1186,0,0,0,0,0,0,0,0,<20,40000-55000,High school graduate,5180.486499,4124.842155,-20.37732063,55.567746,0,ONE OR LESS,1,CLUSTER4,0,0,2,Peak/Off-Peak 24kW,NONE,
1186,1187,0,1,0,1,1,0,0,0,<20,55000-75000,High school graduate,12312.59302,8145.284461,-33.84590518,166.020811,3,TWO OR THREE,1,CLUSTER6,0,1,3,Peak/Off-Peak 6kW,NONE,
1187,1188,0,0,0,0,1,0,0,0,<20,75000-100000,High school graduate,11213.32767,16982.41963,51.44852741,154.179021,1,ONE OR LESS,1,CLUSTER3,0,0,2,Peak/Off-Peak 24kW,NONE,
1188,1189,1,1,0,0,1,0,0,0,<20,75000-100000,High school graduate,7599.202798,4732.608516,-37.7223027,94.212723,3,TWO OR THREE,1,CLUSTER4,0,0,10,Peak/Off-Peak 9kW,NONE,
1189,1190,0,1,0,1,1,1,0,0,<20,40000-55000,High school graduate,8956.056864,8901.600103,-0.60804394,119.741489,4,FOUR OR MORE,1,OTHER,0,0,8,Fixed Price 3kW,NONE,
1190,1191,1,0,1,0,1,0,0,0,<20,75000-100000,High school graduate,15991.07597,14740.1163,-7.822861153,187.626948,3,TWO OR THREE,1,CLUSTER1,0,0,1,Fixed Price 6kW,NONE,
1191,1192,0,0,0,0,0,0,0,0,<20,0-40000,High school graduate,9422.514896,14080.66946,49.43642558,127.910601,0,ONE OR LESS,1,CLUSTER3,0,0,12,Peak/Off-Peak 36kW,NONE,
1192,1193,0,0,0,0,1,0,0,0,<20,40000-55000,High school graduate,13101.89747,12797.6842,-2.321902386,172.709357,1,ONE OR LESS,1,CLUSTER1,0,0,1,Fixed Price 6kW,NONE,
1193,1194,0,0,0,0,0,0,0,0,<20,0-40000,High school graduate,11118.30972,8432.498588,-24.1566497,153.005246,0,ONE OR LESS,1,CLUSTER4,0,0,3,Peak/Off-Peak 6kW,NONE,
1194,1195,0,0,0,0,1,1,0,0,<20,40000-55000,High school graduate,6682.050125,4013.25599,-39.9397503,77.243736,2,TWO OR THREE,1,CLUSTER4,0,0,13,Peak/Off-Peak 18kW,NONE,
1195,1196,0,0,0,0,0,0,0,0,<20,0-40000,High school graduate,16375.93432,15447.84807,-5.667378922,188.802031,0,ONE OR LESS,1,CLUSTER1,0,0,6,Peak/Off-Peak 15kW,NONE,
1196,1197,0,1,0,0,1,1,0,0,<20,40000-55000,High school graduate,9392.000524,8239.80894,-12.26779727,127.390727,3,TWO OR THREE,1,OTHER,0,0,1,Fixed Price 6kW,NONE,
1197,1198,0,1,0,0,1,0,0,0,<20,55000-75000,High school graduate,12004.59034,10297.26498,-14.22227091,163.01536,2,TWO OR THREE,1,CLUSTER6,0,1,12,Peak/Off-Peak 36kW,NONE,
1198,1199,0,0,0,0,1,0,0,0,<20,40000-55000,High school graduate,21524.45756,31532.06334,46.49411374,196.040754,1,ONE OR LESS,1,CLUSTER3,0,0,3,Peak/Off-Peak 6kW,NONE,
1199,1200,0,0,0,0,1,1,0,0,<20,40000-55000,High school graduate,10315.00917,9135.118556,-11.43858037,142.085705,2,TWO OR THREE,1,OTHER,0,0,8,Fixed Price 3kW,NONE,
1200,1201,0,0,0,0,0,0,0,0,<20,40000-55000,High school graduate,12753.9108,14660.76328,14.95111978,169.932604,0,ONE OR LESS,1,CLUSTER1,0,0,15,Fixed Price 24kW,NONE,
1201,1202,0,0,0,0,0,0,0,0,<20,0-40000,High school graduate,11441.77398,20245.29357,76.94191133,156.900572,0,ONE OR LESS,1,CLUSTER3,0,0,15,Fixed Price 24kW,NONE,
1202,1203,0,0,0,0,0,0,0,0,<20,0-40000,High school graduate,10680.15209,9182.376875,-14.02391279,147.270691,0,ONE OR LESS,1,CLUSTER4,1,0,12,Peak/Off-Peak 36kW,NONE,
1203,1204,0,0,0,0,1,0,0,0,<20,40000-55000,High school graduate,11253.69043,13765.35218,22.31856088,154.670166,1,ONE OR LESS,1,CLUSTER3,0,0,15,Fixed Price 24kW,NONE,
1204,1205,1,0,0,0,1,1,0,0,<20,75000-100000,High school graduate,21602.23137,25108.5931,16.23147938,196.082417,3,TWO OR THREE,1,CLUSTER1,0,0,14,Fixed Price 12kW,NONE,
1205,1206,0,0,0,0,1,1,0,0,<20,40000-55000,High school graduate,9313.345639,11766.19155,26.33689338,126.040849,2,TWO OR THREE,1,CLUSTER3,0,0,10,Peak/Off-Peak 9kW,NONE,
1206,1207,0,1,0,1,1,1,0,0,<20,75000-100000,High school graduate,9004.614429,8204.135259,-8.889655146,120.612788,4,FOUR OR MORE,1,OTHER,0,0,7,Fixed Price 18kW,NONE,
1207,1208,0,0,0,0,0,0,0,0,<20,0-40000,High school graduate,7925.38418,8853.993909,11.71690492,100.455756,0,ONE OR LESS,1,OTHER,0,0,7,Fixed Price 18kW,NONE,
1208,1209,1,1,0,0,1,0,0,0,<20,75000-100000,High school graduate,20633.43996,14795.8896,-28.29169722,195.479398,3,TWO OR THREE,1,CLUSTER6,0,0,9,Peak/Off-Peak 30kW,NONE,
